page_id,title
19413327,Tom Baehr-Jones
67345123,Rizia Bardhan
53935928,Moungi Bawendi
70803495,Yıldız Bayazıtoğlu
7923735,Angela Belcher
56275958,Bharat Bhushan (academic)
3990353,David Britz
73200691,Tina Brower-Thomas
2257165,Markus J. Buehler
33433849,Ahmed Busnaina
71874265,Maria Calbi
16738797,David Carroll (physicist)
59273492,Gang Chen (engineer)
70125136,Zhihong Chen
70039038,Hai-Ping Cheng
77740368,Jean Chmielewski
75147198,Laura I. Clarke
55138659,Baratunde A. Cola
62783536,Yi Cui (scientist)
8953559,Hongjie Dai
64432193,Theda Daniels-Race
11770703,Tejal A. Desai
62684129,Jennifer Dionne
1229889,Mildred Dresselhaus
16769,K. Eric Drexler
19658140,F. J. Duarte
34607443,Don Eigler
8203821,Nader Engheta
56190574,Donglei Fan
61346315,Shanhui Fan
25523,Richard Feynman
28000175,Timothy S. Fisher
25795,Robert Freitas
38299391,Jene Golovchenko
743373,Naomi Halas
1349223,J. Storrs Hall
30742002,Mark Hersam
61064243,Jennifer Hollingsworth
52114869,Andres Jaramillo-Botero
52278068,Cherie Kagan
30898508,Richard Kaner
81882172,Efthimios Kaxiras
61291173,Raoul Kopelman
25984,Ray Kurzweil
75090289,Jun Li (chemist)
76501937,Hong Liang
5890897,Charles M. Lieber
41462196,Patrick Lincoln
13293886,ShaChelle Devlin Manning
52102799,G. A. Mansoori
81989506,Jennifer S. Martinez
77565385,Theresa Mayer
207581,Wil McCarthy
18302370,Paul McIntyre (scientist)
10986677,William McLellan (American electrical engineer)
25849,Ralph Merkle
49122302,David A. B. Miller
4051097,Ramez Naam
28880481,Christine Peterson
58996315,Eric Pop
42397277,Matthew Putman (scientist)
2317496,Calvin Quate
76078552,Idalia Ramos (physicist)
7127290,Mark Reed (physicist)
60664791,Sandra J. Rosenthal
44215176,Michael J. Sailor
45488949,Aliasger K. Salem
79413457,Sheldon Schultz
15660489,Vladimir Shalaev
72053041,Evgenya Simakov
25814,Richard Smalley
78171781,Henry I. Smith
68034443,Mark Stockman
64205297,Rhonda Stroud
1791478,James Tour
24667551,Greg Tseng
63434796,Thomas J. Webster
1806592,Paul Weiss (nanoscientist)
76017050,William L. Wilson (nanoscientist)
59576318,Joyce Wong
48521693,Jackie Yi-Ru Ying
79704742,Nasim Amiralian
57738472,Michael Fuhrer
75332030,Baohua Jia
46265614,Yuri Kivshar
50272406,Max Lu
37890988,Michelle Simmons
54801476,Jeremy Baumberg
26020269,Hagan Bayley
66579651,Helen Burt
46739606,Shareen Doak
17054160,Andre Geim
55546291,Nicole Grobert
14467,Harry Kroto
58090979,Andrew D. Maynard
74909427,Moein Moghimi
28848171,Konstantin Novoselov
58610744,Rachel Oliver (materials scientist)
62860232,Zoe Pikramenou
23544633,Gordon Wallace (nanotechnologist)
1387414,Mark Welland
53837245,Jillian Buriak
34844061,Bai Chunli
74710664,Duan Huiling
71522446,Feng Liu (physicist)
61471676,Hai-Quan Mao
49874045,Yue Qi
69655959,Zhong Lin Wang
62443536,Zhang Jin (physical chemist)
76600617,Xiaoying Zhuang
14705768,Cees Dekker
46963481,René Janssen
75288547,Gijsje Koenderink
63448504,Laurent Levy
3302373,Jean-Pierre Sauvage
79844167,Clemens Burda
3025147,Harald Fuchs
57472188,Andreas J. Heinrich
41170494,Ulrich Mescheder
52277736,Wolfgang Parak
58845421,Heike Riel
76234846,Cynthia Volkert
53718179,Maria Flytzani-Stephanopoulos
20887787,Nicholas A. Peppas
55918423,Michael Tsapatsis
57195724,Dionisios Vlachos
1111018,Pulickel Ajayan
24320723,Sangeeta Bhatia
59692305,Pritam Deb
18189118,Anita Goel
41222225,Lakshmi Kantam
25011382,Shashi P. Karna
40361717,Sulabha K. Kulkarni
56144908,Owais Mohammad
52240290,Jiban Jyoti Panda
15959692,Thalappil Pradeep
56358685,Ashok M. Raichur
52451048,Srinivasan Sampath
26064726,Milan K. Sanyal
52430382,Murali Sastry
46637978,Prasenjit Sen
77095667,Ashwin Seshia
41397540,Ashutosh Sharma (chemical engineer)
44145368,Ajay K. Sood
57058563,Vijay Kumar Thakur
52432017,K. George Thomas
70666924,Mohsen Adeli
70637307,Ghassem Amoabediny
2540808,Fereydoon Family
73916998,Arash Ghorbani-Choghamarani
78113704,Mohsen Izadi
69575771,Morteza Mahmoudi
61895909,Hashem Rafii Tabar
62357093,Uri Banin
18297987,Ehud Gazit
78604454,Kinneret Keren
65435579,Eran Rabani
63915831,Ester H. Segal
63671100,Yoav Shechtman
3047172,Reshef Tenne
36581992,Andrea Alù
57993626,Cinzia Casiraghi
68026236,Gianni Ciofani
60416516,Valeria Nicolosi
42938399,Paolo Samorì
77577858,Maria Sabrina Sarto
22061150,Takuzo Aida
8784032,Isamu Akasaki
47090776,Hideyuki Arata
18093224,Morinobu Endo
217832,Leo Esaki
19322100,Mitsutaka Fujita
710106,Sumio Iijima
19713200,Hiromichi Kataura
18823024,Satoshi Kawata
45299410,Hideo Ohno
25008399,Katsunori Wakabayashi
28463315,Naoki Yokoyama
47474151,Richard Blaikie
42928589,Nicola Gaston
27846134,Alexey Ekimov
51229263,Leonid Keldysh
44903844,Maria Tchernycheva
32692400,Claes-Göran Granqvist
62194286,Peter Nordlander
64227074,Hatice Altug
23078417,Hilmi Volkan Demir
6690886,Ekmel Özbay
11963281,Rusnano
44240443,Avengers: Infinity War
41677925,Black Panther (film)
13154268,Dante 01
14733483,The Day the Earth Stood Still (2008 film)
22144990,Iron Man 3
73168096,Karmalink
948337,The Manchurian Candidate (2004 film)
225615,Terminator 3: Rise of the Machines
39306741,Transcendence (2014 film)
56133,Battle Angel Alita
896330,Chasm City
17788656,Crysis Warhead
8484,Deus Ex (video game)
360793,Deus Ex: Invisible War
26188309,Generator Rex
78183508,Jason X: Death Moon
78081437,Jason X: Planet of the Beast
77911063,Jason X: The Experiment
78259012,Jason X: To the Third Power
379018,Metal Gear
28271178,Benderama
27994180,A Clockwork Origin
7424498,Ghost Machine (Torchwood)
8622538,Inside Man (Star Trek: Voyager)
52243241,Invasion! (Arrowverse)
12449703,Mortal Coil (Star Trek: Voyager)
3470558,Parasites Lost
8457013,Retrospect (Star Trek: Voyager)
53694621,Smile (Doctor Who)
1711298,Center for Functional Nanomaterials
707340,Center for Nanophase Materials Sciences
707088,Center for Nanoscale Materials
707137,Molecular Foundry
47611603,Egypt Nanotechnology Center
6169457,Nile University
47598817,"Zewail City of Science, Technology and Innovation"
78918887,1 nm process
65397747,2 nm process
60525279,3 nm process
31882635,5 nm process
31907313,7 nm process
16567591,10 nm process
8293122,14 nm process
7542898,22 nm process
3847486,32 nm process
30865421,45 nm process
1819403,65 nm process
1063647,90 nm process
8214920,180 nm process
76224343,28 nm process
6265929,Acene
9082922,Dielectric elastomers
2739699,Metal rubber
4383471,Nanofiber seeding
14247668,PEDOT-TMA
2468107,PEDOT:PSS
54069386,Photoconductive polymer
44854262,PIDA (polymer)
3234313,"Poly(3,4-ethylenedioxythiophene)"
24769245,Polyaniline nanofibers
733274,Polydiacetylenes
17600071,Polydioctylfluorene
52220443,Polyisothianaphthene
11833672,Polystannane
4937777,Polythiazyl
5445494,Tritellurium dichloride
287668,Anthracene
3753827,"9,10-Bis(phenylethynyl)anthracene"
5518616,"5,12-Bis(phenylethynyl)naphthacene"
5518588,"1-Chloro-9,10-bis(phenylethynyl)anthracene"
12106733,"2-Chloro-9,10-bis(phenylethynyl)anthracene"
1528889,"6,6'-Dibromoindigo"
13955542,Diindenoperylene
3090377,"9,10-Diphenylanthracene"
4605324,Hexacene
50363,Indigo dye
66082562,Lutetium phthalocyanine
34051196,Organic photorefractive materials
3090068,Pentacene
29380486,Perfluoropentacene
2554990,Perylene
44200907,Perylenetetracarboxylic dianhydride
33795015,Polysilane
1548303,Quinacridone
3090294,Rubrene
3090561,Tetracene
4268863,Tetracyanoquinodimethane
64723881,Luisa Torsi
16061714,Catastrophin
39110947,DCTN6
14457042,Dynactin
609812,Dynein
43076592,"Dynein, axonemal, heavy chain 14"
8593160,Forisome
16045068,Heavy meromyosin
31656267,KIF1A
15228130,KIF1C
16850535,KIF2A
16850556,KIF3C
14776684,KIF4A
71869948,KIF4B
14771100,KIF5B
15346514,KIF5C
71869980,KIF7
71870007,KIF9
71870067,KIF12
14881859,KIF18A
74604869,KIF18B
71912158,KIF19
609808,Kinesin
17623931,Kinesin 8
4138132,Kinesin 13
13347566,Meromyosin
23518576,Motility protein A
26460789,Motility protein B
26680317,MYO1G
11224018,MYO7A
479392,Myosin
14590163,Myosin light chain
2839471,Myosin-7
29071827,PomA
56176182,PomB
4360492,Telokin
19081158,Bio-MEMS
15399117,Electromechanical modeling
78975978,Epoxy molding compounds
46181962,Elise Harmon
43997661,InvenSense
77030773,Journal of Microelectromechanical Systems
28281728,Fariborz Maseeh
32836952,Microelectromechanical system oscillator
19638,MEMS
22763312,Micromirror device
33688973,Microscanner
58296445,Piezoelectric microelectromechanical systems
12368347,Radio-frequency microelectromechanical system
1183515,Scratch drive actuator
669367,Smartdust
31591503,Surface acoustic wave sensor
49642031,Surface activated bonding
74210027,T-MOS thermal sensor
57787323,Three-Axis Acceleration Switch
22938418,Bacterial nanowires
1234517,Nanoparticle
16422485,Ultrafine particle
76382774,Aquasome
78053369,Bijel
36845407,3D cell culturing by magnetic levitation
54992011,Characterization of nanoparticles
76571607,Decahedral nanoparticle
79834042,Erythrocyte membrane-coated nanoparticles
44391001,Exploding wire method
76067772,Extended Wulff constructions
76067366,Fiveling
36771515,Fluorescence intermittency in colloidal nanocrystals
79569237,Icosahedral nanoparticle
78943333,Icosahedral twin
40911082,Icosahedral twins
47965690,Magnetically assisted slip casting
54193704,Magnetoelastic filament
71946723,Metal–organic biohybrid
78870591,Modified Wulff construction
76571601,Multiply-twinned particle
24118168,Nano spray dryer
3051710,Nano-thermite
44466572,Nanocluster
45160933,Nanocomposite hydrogels
10185698,Nanogeoscience
54741842,Nanoparticle deposition
69739403,Nanoparticle interfacial layer
4366478,Nanoparticle tracking analysis
39631094,Self-assembly of nanoparticles
78870580,Summertop construction
39169481,Synthesis of nanoparticles by fungi
78870575,Winterbottom construction
64044793,Artificial lattice
39726926,Nanosheet
43589512,Single-layer materials
53572964,Boron nitride nanosheet
19657494,Dibutyltin oxide
74343252,Ferecrystals
39092570,Germanane
43794088,Germanene
76682546,Goldene
21330156,Graphane
911833,Graphene
49752039,Graphene boron nitride nanohybrid materials
34948347,Graphyne
64005900,Magnetic 2D materials
4436162,Palladium dicyanide
55734964,Penta-silicene
41017951,Peptoid nanosheet
60828455,Plumbene
31324594,Silicene
46173686,Titanate nanosheet
45700548,Two-dimensional semiconductor
24434579,"Artificial Cells, Nanomedicine, and Biotechnology"
32474913,Biofabrication (journal)
42332421,Biomaterials (journal)
32474776,Biomedical Materials (journal)
33095373,Journal of Biomaterials Applications
36869911,Journal of Biomedical Materials Research
24633672,Journal of Materials Science: Materials in Medicine
72374204,Nano Biomedicine and Engineering
36602810,Nanomedicine (Elsevier journal)
46634853,Nanomedicine (Future Medicine journal)
77607460,Precision Nanomedicine
81681997,ACS Applied Nano Materials
21707051,ACS Nano
43163300,ACS Photonics
6808830,Advanced Functional Materials
42228214,APL Materials
9661075,Applied Physics A
59752838,Beilstein Journal of Nanotechnology
20980387,Carbon (journal)
12953321,IEEE Journal of Quantum Electronics
77012880,IEEE Transactions on Nanotechnology
31169638,Journal of Cluster Science
31156739,Journal of Experimental Nanoscience
76989062,"Journal of Micro/Nanopatterning, Materials, and Metrology"
67606438,Journal of Nanophotonics
29696558,Journal of Nanoscience and Nanotechnology
15438395,The Journal of Physical Chemistry C
24619074,Journal of Sol-Gel Science and Technology
7613472,Lab on a Chip (journal)
70851089,Nano Energy
21828841,Nano Letters
4647936,Nature Nanotechnology
61103511,Nature Reviews Materials
27937630,Photonics and Nanostructures: Fundamentals and Applications
64319867,Plasmonics (journal)
50876594,Surface Science (journal)
336994,Engines of Creation
34580174,Antisymmetric exchange
22802888,Biexciton
62319780,Bipolar magnetic semiconductor
64366502,Center for Quantum Spintronics
7153781,Michael Coey
376845,Cooper pair
55852028,Dresselhaus effect
9804,Electric charge
9476,Electron
43471605,Extraordinary magnetoresistance
23355682,Flux pumping
49817168,Germanium-vacancy center in diamond
1002128,Giant magnetoresistance
8033091,Half-metal
2655717,Heusler compound
1667554,Magnetic semiconductor
59268121,Magneto-electric spin-orbit
44726,Magnetoresistance
315008,Magnetoresistive RAM
14461309,Nitrogen-vacancy center
2877265,Stuart Parkin
24669,Pauli exclusion principle
8806722,Planar Hall sensor
44596,Positronium
5143623,Rabi problem
13276879,Racetrack memory
33034775,Rashba effect
64345806,Rashba–Edelstein effect
72416325,Sasikanth Manipatruni
46753817,Silicon-vacancy center in diamond
38097000,Spin canting
31781064,Spin engineering
51921147,Spin gapless semiconductor
5496415,Spin Hall effect
55287973,Spin Hall magnetoresistance
55965344,Spin Nernst Effect
2459057,Spin polarization
5447381,Spin pumping
1534314,Spin transistor
1871162,Spin–orbit interaction
5914496,Spin-transfer torque
57687722,Spinterface
962171,Stern–Gerlach experiment
26884,Superconductivity
1381368,Superlattice
845722,Tunnel magnetoresistance
26915887,Voigt–Thomson law
43744246,The Machine (computer architecture)
42937,Photodiode
7490319,Silicon photomultiplier
1255740,Clathrate compound
70500748,Antimonide bromide
42242866,Chibaite
5069503,Clathrate gun hypothesis
2642301,Dianin's compound
46304958,Urea extraction crystallization
1075926,Crown ether
5317576,9-Crown-3
15561312,12-Crown-4
15561485,15-Crown-5
3173552,18-Crown-6
57752176,21-Crown-7
12829194,Dibenzo-18-crown-6
1572944,"1,4-Dioxane"
25157811,Metallacrown
27140749,Dendrosome
22808473,Ferrocene-containing dendrimers
26427482,Metallodendrimer
67620089,PG5
41237117,Poly(amidoamine)
15417,Intermolecular force
835157,Adhesion
26028285,Buckingham potential
2237309,Cohesion (chemistry)
46316026,Combining rules
69164293,Compliance constants
16702705,Dispersive adhesion
50346067,Effective fragment potential method
72155088,Flowability
2916615,Force field (chemistry)
14350687,Halogen bond
15544038,Hamaker constant
5436866,Hamaker theory
2028282,Hellmann–Feynman theorem
29287934,Hydrophile
14136,Hydrophobe
47618620,Silicon organic water repellent
22323371,Hydrophobicity scales
20639064,Interbilayer forces in membrane fusion
64170778,Interface force field
30864881,Jacob Israelachvili
227686,Lennard-Jones potential
355547,London dispersion force
67417478,Mie potential
547400,Molecular mechanics
41240510,Morse/Long-range potential
23596560,Optical contact bonding
10422831,Pair potential
76571911,Pnictogen bond
33996996,Stefan adhesion
1949793,Surface forces apparatus
113302,Surface tension
3169559,Ultrahydrophobicity
70657,Van der Waals force
70651,Van der Waals radius
14241105,Van der Waals surface
169448,Membrane topology
80835266,Olympic gel
35857512,Protein topology
10617036,Residual topology
1832781,Superhelix
75845271,Porous polymer
22272874,Covalent organic framework
20386463,Thin-film solar cell
50037064,Amorphous silicon
21054852,Anwell Technologies
19753612,Black silicon
19690850,Cadmium telluride photovoltaics
1932063,Dye-sensitized solar cell
43845714,Perovskite solar cell
5633169,Protocrystalline
27092360,Angel gilding
3607910,Atomic layer deposition
3593667,Atomic layer epitaxy
77269960,Manuel Bibes
2978332,Cathodic arc deposition
3593867,Chemical beam epitaxy
6111,Chemical vapor deposition
60597923,Close-space sublimation
25122527,Combustion chemical vapor deposition
1821411,Diamond-like carbon
4444573,Dip-coating
5282056,Electron-beam physical vapor deposition
12765046,Electrostatic spray-assisted vapour deposition
449756,Epitaxy
10303,Evaporation
8964614,Evaporation (deposition)
2980233,Focused ion beam
30488622,Friction surfacing
14685581,Hybrid physical–chemical vapor deposition
4616444,Hydride vapour-phase epitaxy
1592806,Ion beam
32701959,Ion layer gas reaction
3183229,Ion plating
6639797,Island growth
55262478,Landau–Levich problem
2594101,Langmuir (unit)
56495543,Laser chemical vapor deposition
39295868,Lely method
61186777,Low-energy plasma-enhanced chemical vapor deposition
2925575,Metalorganic vapour-phase epitaxy
59207188,Molecular layer deposition
450052,Molecular-beam epitaxy
66580770,Pechini process
6086928,Physical vapor deposition
8603211,Plasma-enhanced chemical vapor deposition
1208416,Plating
710045,Pulsed laser deposition
47842319,Rotating pocket heater
75248449,Sequential infiltration synthesis
747222,Silicon on sapphire
1701055,Sol–gel process
2436311,Spin coating
9084531,Sputter deposition
28627,Sputtering
39933282,Sublimation sandwich method
60672870,Surface growth
7068038,Thermal barrier coating
68675721,Thermal laser epitaxy
6434629,Thermal spraying
2960512,Tinning
2554508,Tinplate
5547312,Vacuum deposition
3672150,Vacuum evaporation
1802096,Wake Shield Facility
49791868,FlexEnable
6648322,Flexible display
40474939,Human Media Lab
54868300,Nubia Technology
19591977,Organic user interface
34154,PARC (company)
9749776,Plastic Logic
61872977,Xiaomi Mi MIX Alpha
19134706,Anti-scratch coating
65295885,Crystalline coatings
36084530,Depth-graded multilayer coating
1517769,Dichroic filter
4126880,Dichroic glass
584207,Dichroic prism
584887,Optical coating
917126,Smart glass
27301235,Thin-film interference
