page_id,title,links,categories,date,revision_id
23907700,Slocum stone,"Opalite,Rochester, Michigan,Thin-film optics,aluminum,magnesium,opal,opalescence,silicate glass,sodium,titanium","['Category:Nanomaterials', 'Category:Opals', 'Category:Products introduced in 1974', 'Category:Synthetic minerals', 'Category:Thin-film optics']",2020-07-20T17:39:05Z,968651593
41162315,Stanene,"-ene,2D Material,EE Times,List of chemical element name etymologies,NOx,Phys.org,Room-temperature superconductor,Sciencedaily.com,Zeenews,bismuth telluride,epitaxy,fluorine,graphene,integrated circuit,suffix,tin,topological insulator","['Category:All articles with unsourced statements', 'Category:Articles with short description', 'Category:Articles with unsourced statements from June 2026', 'Category:Nanomaterials', 'Category:Short description is different from Wikidata', 'Category:Superconductors', 'Category:Tin', 'Category:Wikipedia articles needing clarification from November 2024']",2020-12-17T02:59:38Z,994702619
62015338,Strasbourg Institute of Material Physics and Chemistry,"Alsace,CNRS,CNRS Silver Medal,Centre national de la recherche scientifique,Condensed matter,European Research Council,France,Hubert Curien Multi-disciplinary Institute,Institut Charles Sadron,Material science,Physical chemistry,Société Française de Physique,Strasbourg,Télécom Physique Strasbourg,Ultrashort pulse,University of Strasbourg,biomaterial,chemistry,condensed matter,electron microscopy,magnetism,material science,nanostructure,nanotechnology,nonlinear optics,optoelectronics,physics,spintronics,École européenne de chimie, polymères et matériaux","['Category:1987 establishments in France', 'Category:Articles containing French-language text', 'Category:Articles with short description', 'Category:Buildings and structures in Strasbourg', 'Category:CS1 French-language sources (fr)', 'Category:Chemical research institutes', 'Category:Educational institutions established in 1987', 'Category:French UMR', 'Category:Nanomaterials', 'Category:Pages using gadget WikiMiniAtlas', 'Category:Physics research institutes', 'Category:Research institutes in France', 'Category:Short description is different from Wikidata', 'Category:University of Strasbourg']",2020-05-02T03:01:19Z,954377585
39322872,Superhydrophobic coating,"Biomimetics,Carbon nano-tube,Durable water repellent,Hydrophobe,International Maritime Organization,Lotus effect,Nelumbo nucifera,Non-stick surface,Plant cuticle,Polytetrafluoroethylene,Ultrahydrophobicity,University College London,brine,corrosion,hull (watercraft),marine organisms,nano-composite,ship transport,silica,ultrahydrophobicity,windshields","['Category:All articles with unsourced statements', 'Category:Articles with short description', 'Category:Articles with unsourced statements from February 2014', 'Category:Articles with unsourced statements from July 2014', 'Category:Articles with unsourced statements from June 2013', 'Category:Articles with unsourced statements from November 2019', 'Category:Nanomaterials', 'Category:Short description matches Wikidata', 'Category:Surface science', 'Category:Use dmy dates from June 2024']",2020-10-07T12:17:48Z,982317588
40518246,Tube-based nanostructure,"Ellipse,Fourier transform,GPa,Metallic microlattice,Nanolattice,Nanostructure,Superlattice,Young's modulus,adhesion,aerogel,atomic layer deposition,carbon nanotube,direct laser writing,elastomer,genipin,infrared spectroscopy,nanofoam,nanolattices,octahedra,photopolymer,polyelectrolyte,relative density,tensile strength,tessellation,tissue engineering,titanium nitride,two-photon absorption","['Category:Ceramic materials', 'Category:Condensed matter physics', 'Category:Nanomaterials']",2020-12-16T20:12:30Z,994646898
19905510,Vapor–liquid–solid method,"Auger electron spectroscopy,French National Centre for Scientific Research,Molecular beam epitaxy,Supersaturation,adsorb,adsorption,alloy,catalytic,chemical vapor deposition,crystal,crystal growth,dopant,gold,laser ablation,molar volume,nanowire,nanowires,nucleate,nucleation,pulsed laser deposition,reflection high energy electron diffraction,refractory metals,screw dislocation,silicon,supersaturation,surface energy","['Category:Articles with short description', 'Category:Chemical processes', 'Category:Nanomaterials', 'Category:Short description matches Wikidata']",2020-10-16T08:02:40Z,983792264
62817045,Zinc oxide nanostructure,"Crystallographic defect,Doping (semiconductor),Dye-sensitized solar cell,Electrophoretic deposition,Ferromagnetism,Lithium-ion battery,N-type (semiconductor),Nanorod,Vapor–liquid–solid method,Wurtzite crystal structure,Zinc oxide,Zinc oxide nanoparticle,biosensor,chemical vapor deposition,electric vehicle,magnetic semiconductor,nanostructure,nanowire,photoanode,semiconductor,spintronics,supercapacitor,thin film,titanium dioxide","['Category:Nanomaterials', 'Category:Zinc oxide']",2020-08-13T10:47:47Z,972690679
53723703,Antibiotic properties of nanoparticles,"Carbon nanotube,Fullerene C60,Nanoparticle,Oxidative stress,Oxide,Redox,Silver nanoparticle,Super bug (bacteria),UV radiation,amine,amoxicillin,antibiotic,aspect ratio,copper nanoparticle,fullerene,gentamicin,graphene,minimum inhibitory concentration,molecule,penicillin,peroxide,quantum dot,reactive oxygen species,silver nanoparticle,synergistically","['Category:All articles needing additional references', 'Category:Antibiotics', 'Category:Articles needing additional medical references from April 2017', 'Category:Articles requiring reliable medical sources', 'Category:Nanomedicine']",2020-09-13T16:37:26Z,978219317
22444556,Carbon nanotubes in medicine,"Bone grafting,Cancer,Carbon nanotube,Narayan Hosmane,Toxicology Letters,Wolff's law,apoptosis,biomarker,cell line,chemotherapy,chromosome,drug delivery,in vivo,lung cancer,necrosis,occupational exposure,oxidative damage,polyethylene glycol,radiation therapy,scanning tunneling microscopy,single-walled nanotubes,surgery","['Category:All articles needing additional references', 'Category:All articles that are too technical', 'Category:Articles needing additional medical references from January 2015', 'Category:Articles requiring reliable medical sources', 'Category:Articles with multiple maintenance issues', 'Category:Carbon nanotubes', 'Category:Medicine articles needing expert attention', 'Category:Nanomedicine', 'Category:Wikipedia articles that are too technical from August 2013']",2020-12-14T03:09:48Z,994103939
30761035,DNA error,Mutation,"['Category:Molecular genetics', 'Category:Nanomedicine', 'Category:Redirects with history']",2012-04-18T01:42:30Z,487932365
49249936,Drug vectorization,"CNRS,Cancer treatment,Gold nanobeacons,Nanobiotechnology,Nanomedicine,Paul Ehrlich,Protein targeting,Vector (molecular biology),Viral vector,adsorption,biological barrier,cyanoacrylate,gold nanoparticles in chemotherapy,intracellular,liposome,multidrug resistance,nanoparticles,pharmacologically active,tumor","['Category:All stub articles', 'Category:Articles with short description', 'Category:Nanomedicine', 'Category:Pharmacology', 'Category:Pharmacy stubs', 'Category:Short description is different from Wikidata']",2020-09-07T01:19:58Z,977115404
16090917,European Technology Platform Nanomedicine,"European Technology Platform,European Union,Joint Technology Initiative,medicine,nanomedicine,nanotechnology","['Category:All stub articles', 'Category:European Union and science and technology', 'Category:European Union stubs', 'Category:Information technology organizations based in Europe', 'Category:Nanomedicine', 'Category:Science and technology in Europe']",2019-08-13T02:33:17Z,910584725
33661741,Heart nanotechnology,"Children's Hospital Boston,Duke University,Heart surgery,Heart transplantation,Interleukin 1 beta,Interleukin 12,Interleukin 6,MIT,Nanotechnology,Nicotinamide adenine dinucleotide phosphate,Popular Science,TNF-α,alginate,antioxidant,arterial plaque,basement membrane,biomaterial,cancer,cardiomyocyte,carotid artery,catheter,common cold,cytokine,cytoplasm,electrical conductivity,electronics,endosome,energy,fractional shortening,growth factor,heart,heart attack,heart disease,heart failure,heart valve,ischemia,leukocyte,medication,medicine,metalloproteinase,myocardial infarction,myocardium,myocyte,nanomedicine,nanoparticle,nanowire,oxidase,phagosome,poly(lactic-co-glycolic acid),polylactic acid,polymer,quantum mechanics,reactive oxygen species,reperfusion injury,siRNA,stem cell,superoxide,tissue engineering,upregulation","['Category:All articles with unsourced statements', 'Category:All articles with vague or ambiguous time', 'Category:Articles with short description', 'Category:Articles with unsourced statements from December 2011', 'Category:Articles with unsourced statements from December 2012', 'Category:Articles with unsourced statements from November 2021', 'Category:Biotechnology', 'Category:Heart', 'Category:Medical technology', 'Category:Nanomedicine', 'Category:Short description matches Wikidata', 'Category:Vague or ambiguous time from December 2012']",2020-11-14T13:06:23Z,988651417
58630953,Host cell protein,"Active ingredient,Antibody,Antibody-drug conjugate,Antigen,Biomolecular engineering,Biopharmaceutical,Chinese hamster ovary cell,Chromatography,Cross-reactivity,Data-independent acquisition,ELISA,Escherichia coli,European Medicines Agency,Food and Drug Administration,Liquid chromatography–mass spectrometry,Mass spectrometry,Monoclonal antibody,NS0 cell,Protein production,Protein purification,Recombinant DNA,Tandem mass spectrometry,antigen,cytokine,human body,immune response,immune system,immunogenicity,mass spectrometry,protein,protein stability,recombinant protein,therapeutic protein,vaccine,yeast","['Category:Articles with short description', 'Category:Biotechnology', 'Category:Nanomedicine', 'Category:Short description matches Wikidata']",2020-12-30T14:26:02Z,997216638
45426846,"Institute of Experimental Medicine, Academy of Sciences of the Czech Republic","Academy of Sciences of the Czech Republic,Charles University in Prague,Czech Republic,Network of European Neuroscience Institutes,Prague","['Category:1975 establishments in Czechoslovakia', 'Category:Articles containing Czech-language text', 'Category:Cancer organizations', 'Category:Commons category link is on Wikidata', 'Category:Czech Academy of Sciences', 'Category:Medical research institutes in the Czech Republic', 'Category:Nanomedicine', 'Category:Neuroscience research centers in the Czech Republic', 'Category:Official website different in Wikidata and Wikipedia', 'Category:Research institutes established in 1975']",2020-04-09T11:46:01Z,949944462
32808114,Monitoring (medicine),"Albumin,Ambulatory telemetry,Amylase,Artificial intelligence,Bio-MEMS,Biomedical engineering,Blood glucose monitoring,Body Area Network,Body temperature,C-reactive protein,Calcium,Capnography,Capsule endoscopy,Carcinoembryonic antigen,Cardiac monitoring,Cathode ray tube,Childbirth,Chloride,Creatinine,ECG,Erythrocytes,EtCO2,Fasting glucose,Food and Drug Administration,Functional medicine,Given Imaging,Glycosylated hemoglobin,HL7,Health intervention,Hemodynamic,Hemoglobin,Holter monitor,IEEE,In vivo,Invasiveness of surgical procedures,LCD,LED,Leukocytes,Lifestyle (sociology),Medical equipment,Medical test,Mercury (element),Nanoelectromechanical system,Neurological monitoring,Personalized medicine,Platelets,Potassium,Pulse oximetry,Respiration (physiology),Respiratory monitoring,Sodium,Swan-Ganz catheter,Urea,adhesive pad,airway respiratory rate,alternative medicine,analog signal,anesthesia,anesthetic machine,atrial fibrillation,automated ECG interpretation,autonomous agent,biological system,biomedical research,biosensor,biosensors,biotelemetry,bispectral index,blood,blood flow,blood glucose monitoring,blood pressure,blood test,carbon dioxide,cardiac,cardiac output,circulating tumor cell,critical care unit,data acquisition,data channel,depression (mood),diabetes mellitus,diabetes mellitus type 2,digital signal processing,display device,drug delivery,drugs,electrical interference,electrocardiography,electroencephalography,electronic health record,embedded software,epilepsy,epileptic seizure,evidence-based nutrition,glucose meter,health care,health care standards,heart rate,implant (medicine),infrared,integrative medicine,intra-individual variability,intracranial pressure,intraocular pressure,lab-on-a-chip,lead,long-term video-EEG monitoring,medical device,medical diagnosis,medical prescription,medical test,miniaturization,monitoring in clinical trials,mood (psychology),nanomedicine,nanorobots,nanotechnology,neurosurgery,numeric readout,numerical readout,nutrigenomics,nutrition,operating room,oscilloscope,oxygen,oxygen saturation,physician,prediction interval,predictive medicine,premature ventricular contraction,preventive medicine,pulse oximetry,respiratory,respiratory rate,self-healing,sensor,serotonin,sleep,smart medicine,smart phones,stress (biology),telemedicine,telemetry,test-retest variability,thermoelectric,transducer,vital parameters,vital sign,wireless","['Category:All articles lacking reliable references', 'Category:All articles with unsourced statements', 'Category:Anesthesia', 'Category:Articles lacking reliable references from October 2011', 'Category:Articles with short description', 'Category:Articles with unsourced statements from February 2022', 'Category:CS1 maint: DOI inactive as of July 2025', 'Category:CS1 maint: multiple names: authors list', 'Category:Commons category link is on Wikidata', 'Category:Intensive care medicine', 'Category:Medical monitoring', 'Category:Nanomedicine', 'Category:Short description matches Wikidata']",2020-06-20T17:33:35Z,963591789
65552008,Madaswamy S. Muthu,"Indian Institute of Technology (BHU) Varanasi,Stanford University,cancer,drug delivery,efficacy,inventor,nanomedicine,pharmaceutical engineer,preclinical studies,scientist,targeted drug delivery,theranostic,toxicity","['Category:1981 births', 'Category:21st-century Indian scientists', 'Category:Academic staff of IIT (BHU) Varanasi', 'Category:Academic staff of the Indian Institute of Science', 'Category:All Wikipedia articles written in Indian English', 'Category:Articles with hCards', 'Category:Articles with short description', 'Category:Fellows of the Royal Society of Chemistry', 'Category:IIT (BHU) Varanasi alumni', 'Category:Indian nanotechnologists', 'Category:Living people', 'Category:Nanomedicine', 'Category:National University of Singapore alumni', 'Category:Short description matches Wikidata', 'Category:Theranostics', 'Category:Use Indian English from March 2025', 'Category:Use dmy dates from March 2025']",2020-11-17T08:34:11Z,989143498
48727130,Nano neuro knitting,"Beta sheet,Blood–brain barrier,Bruise,Central nervous system,Electrospinning,Excretion,Extracellular matrix,Ionic bonding,Lesion,Massachusetts Institute of Technology,Models of scientific inquiry,Nano-scaffold,Neurotoxicity,Progenitor cell,Protease,Regeneration (biology),Scar,Schwann cell,Silk fibroin,Skin grafting,Spinal cord injury,Superior colliculus,Therapy,Transplantation medicine,amino acid,axon,biodistribution,biological system,brain,clinical trial,cyst,cytokine,drug delivery,extracellular matrix,feedback,hamster,immune responses,in vitro,in vivo,magnetic resonance imaging,manganese,motor control,myelinated,nanofiber,nanomaterials,nanotechnology,nervous system,neuroregeneration,nontoxic,optic tract,patient,peptide,pharmacokinetics,rat,reinnervation,research,sciatic nerve,scientist,self-assembling peptide,spinal cord,toxicity,vascularization","['Category:All orphaned articles', 'Category:Attempted de-orphan from February 2026', 'Category:Nanomedicine', 'Category:Neuroscience']",2020-11-19T18:06:59Z,989558532
21880823,Nano-scaffold,"American military,Electrospinning,Fiber,Nanometer,chemical,medical technology,nanofibers,nanometers,nanotechnology,physical property,stem cells,surface area,three-dimensional","['Category:All articles needing additional references', 'Category:All articles with dead external links', 'Category:Articles needing additional medical references from December 2012', 'Category:Articles requiring reliable medical sources', 'Category:Articles with dead external links from October 2025', 'Category:Articles with short description', 'Category:Medical technology', 'Category:Nanomedicine', 'Category:Short description matches Wikidata', 'Category:Webarchive template wayback links']",2019-09-30T17:19:00Z,918867460
30676402,Nanoneedle,"Lasing threshold,National Institute of Advanced Industrial Science and Technology,Optical pumping,Raman spectroscopy,Tokyo University of Agriculture and Technology,University of California, Berkeley,University of Illinois,University of Michigan, Ann Arbor,University of Texas,atomic force microscope,biosensor,gallium arsenide,hydrogen peroxide,ion beam etching,laser diodes,light emitting diodes,nanometer,nanometre,optoelectronic,quantum dots,toxicology","['Category:Articles with short description', 'Category:Drug delivery devices', 'Category:Medical equipment', 'Category:Nanomedicine', 'Category:Optoelectronics', 'Category:Short description matches Wikidata']",2019-05-07T12:01:27Z,895935498
59383794,Nanoparticle drug delivery,"Blood–brain barrier,Dendrimers,Liposome,Liposomes,Nanomaterials,National Institute of Biomedical Imaging and Bioengineering,Particle in a box,Quantum dot,Viral vector,bioconjugation,cell membrane,drug delivery,enhanced permeability and retention effect,nanomaterials,nanoparticle,nanotoxicity,phosphatidylcholine","['Category:Articles with short description', 'Category:Drug delivery devices', 'Category:Nanomedicine', 'Category:Nanoparticles', 'Category:Short description is different from Wikidata']",2020-12-20T15:42:11Z,995350648
31726766,Nanoparticle–biomolecule conjugate,"Alzheimer's,DNA,Raman spectroscopy,Stabilizer (chemistry),X-ray scattering techniques,active transport,amino acid,atomic force microscopy,autism,biomolecule,blood-brain barrier,buckminsterfullerenes,cancer,carbon,carbon nanotubes,cellulose,central nervous system,cerebrospinal fluid,chemisorption,chronic diseases,citrate,collagen,covalent bonding,cytotoxic,diffusion,drug delivery,elastin,endothelial cells,enzyme inhibition,extracellular matrices,gene regulation,green fluorescent protein,hormones,hydrophobic,intermolecular force,ligands,lipid,magnetic resonance imaging,metabolic,microbeads,nanobiotechnology,nanocrystals,nanometers,nanoparticle,neurotransmitters,noncovalent,optical tweezers,sodium borohydride,surface enhanced Raman spectroscopy,tight junctions,transcription regulation,transferrin,transmembrane receptors,transmission electron microscopy,ultraviolet-visible spectroscopy","['Category:Articles with short description', 'Category:Biotechnology', 'Category:Nanomedicine', 'Category:Nanoparticles by surface chemistry', 'Category:Short description is different from Wikidata']",2020-12-14T16:22:25Z,994206015
41086554,Nanoparticles for drug delivery to the brain,"Alzheimer's disease,Antibiotics,Apolipoprotein,Chemotherapy,Chitosan,Cholesterol,Chronic (medicine),DNA,Homogenization (chemistry),Human serum albumin,Intravenous therapy,LDL receptor,Ligand,Lipoplex,Membrane transport protein,Micro-encapsulation,Nasal administration,Oral administration,PLGA,Parkinson's disease,Scavenger receptor (immunology),Solid lipid nanoparticles,Transcytosis,activation,alkyl,biocompatible,biodegradable,biodistribution,blood–brain barrier,bolaamphiphile,bovine serum albumin,brain tumor,carmustine,cationic liposome,central nervous system,chitosan,clinical trials,controlled release,curcumin,cyanoacrylate,cytotoxicity,dalargin,dendrimer,depression (mood),drug delivery to the brain,edema,emulsion,emulsions,endocytosis,endosome,endothelium,ester bond,facilitated diffusion,fatty acid,fenretinide,gene,gene expression,gene therapy,glioblastoma,glycerophospholipid,hepatocellular carcinoma,homogenization (chemistry),hydrophilic,hydrophobic,hydroxyl,insulin receptor,internalization,intracranial pressure,intravenous therapy,lamella (materials),ligand,lipid,lipoprotein,liposome,liposomes,lumen (anatomy),micelle,micro-emulsification,nanocapsule,nanoparticle,neuropeptide,neurotoxicity,nociceptive,omega-3 fatty acid,paclitaxel,parenteral,pathophysiology,peptide,pharmacology,phosphatidylcholine,phospholipid bilayer,piperine,plasma membrane,poloxamer,polyethylene glycol,polylactic acid,polymer,polymeric nanoparticles,polysorbate 80,prodrug,protein,protein synthesis,proteolysis,quinoline,reactive oxygen species,receptor-mediated endocytosis,rivastigmine,schizophrenia,solid lipid nanoparticle,sphingomyelin,surfactant,tacrine,tight junction,toxicity,transcytosis,transfection,transferrin,transferrin receptor,triglyceride,water-soluble,wax","['Category:All articles needing additional references', 'Category:Articles needing additional references from June 2025', 'Category:Articles with short description', 'Category:CS1 maint: multiple names: authors list', 'Category:Drug delivery devices', 'Category:Nanomedicine', 'Category:Neurology procedures', 'Category:Short description matches Wikidata']",2020-12-16T22:01:41Z,994664190
9497908,Nanotoxicology,"Adsorption,Alveolar cells,Animal testing,Antibiotics,Cardiovascular system,Cell (biology),Characterization of nanoparticles,Cobalt oxide nanoparticles,DNA,Dispersion (chemistry),Dispersity,ETC Group (AGETC),Electroluminescence,Epidemiology,European Commission,Fibrosis,Genotoxicity,HPRT - Hypoxanthine-guanine phosphoribosyltransferase deficiency,Inhalation exposure,International Center for Technology Assessment,MWCNT,Mitochondrion,Morphology (biology),Mutation,Nanomaterials,Nanometre,Nanoparticle,Nanoparticles,National Council on Radiation Protection and Measurements,Necrosis,Proinflammatory cytokine,Pulmonary fibrosis,Reactivity (chemistry),Silica gel,Suspension (chemistry),Titanium dioxide,Titanium dioxide nanoparticle,Toxicology,Ultrafine particle,apoptosis,asbestos,asbestosis,atomic force microscopy,bovine spongiform encephalopathy,buckminsterfullerene,carbon black,carbon nanofiber,carbon nanotube,carbon nanotubes,carcinogen,cytokine,dendrimer,dustiness,electron microscopy,free radical,fullerene,functional group,genetically modified food,granuloma,human body,in vitro,inflammation,inhalation exposure,lung tumor,mucociliary escalator,nanocellulose,nanomaterials,nanometre,nanoparticle,nanotechnology,necrosis,nickel,occupational exposure limit,oxidative stress,phagocytes,pulmonary fibrosis,reactive oxygen species,reproducibility,scanning electron microscope,semiconductor,silver nanoparticle,slurry,thalidomide,thermoelectric materials,toxicity,uraninite","['Category:Articles with short description', 'Category:Commons category link from Wikidata', 'Category:Nanomedicine', 'Category:Short description matches Wikidata', 'Category:Toxicology']",2020-12-06T16:48:33Z,992694503
54492223,Radioactive nanoparticle,"Acute radiation syndrome,Administrative controls,Alpha particle,Antibody,CT scan,Cardiovascular system,Chronic radiation syndrome,Colloid,Cryogenics,Engineering controls,Fibrosis,Genotoxicity,Hazard elimination,Hazard substitution,Health and safety hazards of nanomaterials,Health effects of radiation,Inhalation exposure,Ion beam,Medical diagnosis,Nanoparticle,National Council on Radiation Protection and Measurements,National Institute for Occupational Safety and Health,Neutron capture therapy of cancer,Nuclear Regulatory Commission,Occupational exposure limit,Particle size,Personal protective equipment,Primordial nuclide,Radiation protection,Radioactive tracer,Radionuclide,Silica gel,Single-photon emission computed tomography,Surface modification,United States Environmental Protection Agency,Vented balance safety enclosure,Ventilation/perfusion scan,access control,actinium-225,alpha emitter,asbestos,biosafety cabinet,carbon black,carcinogen,contamination control,cosmogenic nuclide,environmental health,fume hood,gadolinium,glovebox,goggles,granuloma,hierarchy of hazard controls,in situ,indium-111,inflammation,internal dosimetry,iodine-131,laboratory coat,lanthanum,liver,lung,magnetic nanoparticles,medical imaging,mononuclear phagocyte system,nanomedicine,nanoparticle,negative room pressure,neutron,nuclear industry,nuclear medicine,nuclear reprocessing,operational health physics,positive pressure,positron emission tomography,pulmonary fibrosis,radiation protection,radiation shielding,radiation-induced cancer,radon,respirator,safety glove,scintigraphy,single-photon emission computed tomography,slurry,sonication,spleen,technetium-99m,teratogenesis,therapeutic,toxicokinetics,volcanic ash","['Category:All articles with unsourced statements', 'Category:Articles with unsourced statements from December 2019', 'Category:Nanomedicine', 'Category:Nanoparticles by physical property', 'Category:Nuclear medicine']",2020-12-13T21:23:56Z,994050351
41225392,Synthetic antibody,"Affimer,Aptamer,Complementarity-determining region,Fragment antigen-binding,Synthetic biology,Synthetic immunology,antigen,aptamer,cysteine protease inhibitor,immune repertoire,monoclonal antibodies,nucleic acids,polyclonal antibodies,recombinant antibodies,scFv","['Category:Antibodies', 'Category:Antibody mimetics', 'Category:Articles with short description', 'Category:CS1 maint: multiple names: authors list', 'Category:Nanomedicine', 'Category:Short description matches Wikidata']",2020-10-31T18:05:11Z,986412228
6470547,Targeted drug delivery,"3D printing,Adverse reaction,Antibody-drug conjugate,Chemical stability,Clearance (medicine),DNA,DNA computing,DNA nanotechnology,DNA origami,Dendrimer,Dose (biochemistry),E-selectin,Enhanced permeability and retention effect,ICAM-1,Liposomes,Magnetic drug delivery,Mononuclear phagocyte system,Nanomedicine,Nucleic acid design,P-selectin,Pharmaceutical drug,Physica (journal),Regenerative medicine,Retrometabolic drug design,Route of administration,Stem cell therapy,Targeted therapy,Time release technology,Tumor hypoxia,amphiphilic,antibody,biocompatible,biological membrane,blood circulation,cancerous tumor,cardiovascular diseases,cell adhesion,co-polymer,diabetes,drug delivery,efficacy,endothelium,enhanced permeability and retention effect,hemolytic,immunogenic,liposome,mRNA,micelle,nanoparticle,nucleic acid,polyethylene glycol,side-effect,tuberculosis","['Category:Articles to be expanded from November 2022', 'Category:Articles with short description', 'Category:CS1 maint: numeric names: authors list', 'Category:Drug delivery devices', 'Category:Medicinal chemistry', 'Category:Nanomedicine', 'Category:Pharmacokinetics', 'Category:Short description is different from Wikidata', 'Category:Webarchive template wayback links']",2020-10-26T07:11:26Z,985489349
55008417,Tissue nanotransfection,"Deep reactive-ion etching,Tissue engineering,electroporation,microelectroportaion,microinjection,transfection","['Category:Cellular processes', 'Category:Modification of genetic information', 'Category:Nanomedicine']",2020-11-24T16:49:47Z,990464970
6630855,Transfersome,"Vesicle (biology and chemistry),vesicle (biology)","['Category:Cell biology', 'Category:Dosage forms', 'Category:Drug delivery devices', 'Category:Nanomedicine']",2019-12-13T17:22:57Z,930608835
31838482,Drexler–Smalley debate on molecular nanotechnology,"Allotropes of carbon,American Chemical Society,Bill Joy,Bootstrapping,Chemical & Engineering News,Counterargument,Energy applications of nanotechnology,Engines of Creation,Foresight Institute,Glenn Reynolds,Harry Kroto,Institute for Molecular Manufacturing,J. Storrs Hall,James R. Heath,K. Eric Drexler,Lawrence Lessig,Manhattan Project,Mechanosynthesis,Mole (chemistry),Nanomedicine,Nobel Prize in Chemistry,Nobel prize in Chemistry,Pissing contest,Proceedings of the National Academy of Sciences,Ralph Merkle,Ray Kurzweil,Rice University,Richard Feynman,Richard Smalley,Robert Curl,Robert Freitas,Saturday Night Live,Scientific American,Sean O'Brien (scientist),Self-replicating machine,Sputnik,Startup company,The Singularity Is Near,There's Plenty of Room at the Bottom,Weekend Update,Why the future doesn't need us,Zyvex,amino acid,aqueous solution,buckminsterfullerene,carbon nanotube,chemical bond,enzyme,fullerenes,futurist,grey goo,history of nanotechnology,leukemia,macroscopic,mechanical engineering,mechanosynthesis,molecular assembler,molecular biology,molecular machine,molecular nanotechnology,nanoelectronics,nanomaterial,nanomaterials,nanorobot,nanotechnology,nuclear chemistry,open letter,pissing contest,planetary gear,popular science,protein,public policy,recombinant DNA,ribosome,scanning tunneling microscope,straw man,swarm intelligence,systems engineering,targeted drug delivery,technomimetic,wet nanotechnology","['Category:Articles with short description', 'Category:Good articles', 'Category:History of technology', 'Category:Nanotechnology publications', 'Category:Scientific debates', 'Category:Short description is different from Wikidata', 'Category:Use dmy dates from March 2020']",2020-08-08T13:22:47Z,971826619
33848849,ISO/TS 80004,"Engines of Creation,Eric Drexler,International Organization for Standardization,carbon nanotube,graphene,nanomaterial,nanoporous,nanostructured,nanotechnology,social media","['Category:All articles that may contain original research', 'Category:Articles that may contain original research from July 2021', 'Category:ISO technical specifications', 'Category:Nanotechnology publications', 'Category:Webarchive template wayback links']",2020-08-11T01:24:49Z,972244105
23680,There's Plenty of Room at the Bottom,"A Tale of Two Cities,Alan J. Heeger,Albert Hibbs,American Physical Society,Beyond the Barrier,Bill Clinton,California Institute of Technology,Damon Knight,Delft University of Technology,Encyclopædia Britannica,Engines of Creation,Foresight Nanotech Institute Feynman Prize,George W. Bush,Gravity,IBM (atoms),IBM Millipede,International Business Machines,International Iberian Nanotechnology Laboratory,K. Eric Drexler,Molecular machine,Moore's law,Nanocar,Nanotechnology (journal),National Nanotechnology Initiative,Nature Nanotechnology,New Scientist,Omni (magazine),Popular Science,Richard Feynman,Robert A. Heinlein,Saturday Review (U.S. magazine),Tom Newman (scientist),Van der Waals force,Waldo (short story),William McLellan (American electrical engineer),atomic force microscope,computer,doping (semiconductor),electron mobility,enzymes,erbium,field effect transistors,massively parallel,microscope,nanobots,nanomotor,nanotechnology,optical fiber,pantograph,physics,polythiophene,rare-earth element,ribosomes,scanning electron microscope,scanning probe microscopy,scanning tunneling microscope","['Category:1959 speeches', 'Category:American Physical Society', 'Category:Articles with short description', 'Category:California Institute of Technology', 'Category:Lectures', 'Category:Nanotechnology publications', 'Category:Physics papers', 'Category:Short description is different from Wikidata', 'Category:Thought experiments', 'Category:Works by Richard Feynman']",2020-12-27T01:33:20Z,996512707
1686926,Why the Future Doesn't Need Us,"Alex Jones,American Association for the Advancement of Science,Bill Joy,Chellis Glendinning,Dual-use technology,Extropian,Hans Moravec,History of nuclear weapons,Joe Rogan,John McGinnis,John Seely Brown,John Zerzan,Max More,Ray Kurzweil,Robot,Rodney Brooks,Sun Microsystems,Ted Kaczynski,The Singularity Is Near,The White Plague,Unabomber,Wired (magazine),Zac Goldsmith,artificial general intelligence,bioengineering,cancer,cybernetic revolt,differential technological development,dystopian,endangered species,engineering,friendly artificial intelligence,genetic engineering,mad scientist,nanotechnology,neo-Luddism,nuclear bomb,obscurantism,robotics,transhumanism,tunnel vision","['Category:2000 documents', 'Category:Articles with short description', 'Category:Media related to existential risk', 'Category:Nanotechnology publications', 'Category:Regulation of technologies', 'Category:Short description is different from Wikidata', 'Category:Wired (magazine) articles']",2020-10-28T02:38:44Z,985812095
30332230,Optofluidics,"European Cooperation in Science and Technology,List of optofluidics researchers,dye laser,lab-on-a-chip,liquid-mirror telescope,microfluidics,optics","['Category:All articles with dead external links', 'Category:Articles with dead external links from April 2020', 'Category:Articles with permanently dead external links', 'Category:Optofluidics']",2020-07-02T13:54:52Z,965634184
48629214,Fluidic force microscopy,"100 micrometres,Atomic force microscopy,Cell adhesion,Inverted microscope,Nanolithography,Pipette,bacteria,cell culture,femtoliter,hPa,mammal,scanning probe microscopy,yeast","['Category:Microscopy', 'Category:Optofluidics']",2020-01-28T06:11:57Z,937950894
